source_id,title,source_url,download_url,source_site,doc_type,authority,law_status,publish_date,effective_date,issuing_body,applicable_region,legal_domain,applicable_subjects,case_no,court,trial_instance,contract_parties,clause_type,topic_tags,language,file_format,include_in_mvp,review_note
flk_npc_pipl_2021,中华人民共和国个人信息保护法,https://flk.npc.gov.cn/,https://wb.flk.npc.gov.cn/,flk.npc.gov.cn,law,national_law,effective,2021-08-20,2021-11-01,全国人民代表大会常务委员会,CN,数据合规;个人信息保护,个人信息处理者;境外接收方,,,,,,个人信息保护;数据合规,zh,docx,true,第一批数据合规核心法律
